"movie"	"IMDb_id"	"gross"	"budget"	"roi"	"release_date"
"Star Trek: First Contact"	"0117731"	92001027	45000000	2.0444672666666666	"1996-11-22"
"Heaven Is for Real"	1929263	91443253	12000000	7.620271083333333	"2014-04-16"
"Crimson Tide"	"0112740"	91400000	990000	92.32323232323232	"1995-05-12"
"The Imitation Game"	2084970	91121452	14000000	6.508675142857143	"2014-12-25"
"Save the Last Dance"	"0206275"	91038276	13000000	7.0029443076923075	"2001-01-12"
"Stepmom"	"0120686"	91030827	50000000	1.82061654	"1998-12-25"
"The Karate Kid"	"0087538"	90800000	8000000	11.35	"1984-06-22"
"High School Musical 3: Senior Year"	"0962726"	90556401	11000000	8.23240009090909	"2008-10-24"
"Madea Goes to Jail"	1142800	90485233	17500000	5.17058474286	"2009-02-20"
"Mystic River"	"0327056"	90135191	25000000	3.60540764	"2003-10-15"
"Flightplan"	"0408790"	89706988	55000000	1.6310361454545454	"2005-09-23"
"Inside Man"	"0454848"	88504640	45000000	1.9667697777777777	"2006-03-24"
"The Hand That Rocks the Cradle"	"0104389"	88036683	11700000	7.52450282051282	"1992-01-10"
"Miss Peregrine's Home for Peculiar Children"	1935859	87240689	110000000	0.7930971727272728	"2016-09-30"
"Out of Africa"	"0089755"	87100000	31000000	2.8096774193548386	"1985-12-20"
"The Accountant"	2140479	86198014	44000000	1.9590457727272728	"2016-10-14"
"Annie"	1823664	85911262	65000000	1.321711723076923	"2014-12-19"
"Fury"	2713180	85707116	68000000	1.2603987647058823	"2014-10-17"
"Real Steel"	"0433035"	85463309	110000000	0.7769391727272728	"2011-10-07"
"Dangerous Minds"	"0112792"	84919401	23000000	3.6921478695652175	"1995-08-11"
"Crazy, Stupid, Love."	1570728	84244877	50000000	1.68489754	"2011-07-29"
"The X Files"	"0120902"	83892374	66000000	1.2710965757575758	"1998-06-19"
"Up in the Air"	1193138	83813460	25000000	3.3525384	"2009-12-23"
"Steel Magnolias"	"0098384"	83759091	0	0	"1989-11-22"
"Immortals"	1253864	83503161	75000000	1.11337548	"2011-11-11"
"Saving Mr. Banks"	2140373	83299761	35000000	2.3799931714285716	"2013-12-20"
"Valkyrie"	"0985699"	83077470	75000000	1.1076996	"2008-12-25"
"Brokeback Mountain"	"0388795"	83025853	14000000	5.930418071428571	"2006-01-13"
"Disclosure"	"0109635"	83000000	55000000	1.509090909090909	"1994-12-09"
"Days of Thunder"	"0099371"	82670733	60000000	1.37784555	"1990-06-27"
"The Descendants"	1033575	82624961	20000000	4.13124805	"2011-12-09"
"Mr. Holland's Opus"	"0113862"	82528097	23000000	3.5881781304347826	"1996-01-19"
"Bridge to Terabithia"	"0398808"	82234139	17000000	4.837302294117647	"2007-02-16"
"MASH"	"0066026"	81600000	3500000	23.314285714285713	"1970-03"
"Eight Below"	"0397313"	81593527	40000000	2.039838175	"2006-02-17"
"Payback"	"0120784"	81517441	90000000	0.9057493444444444	"1999-02-05"
"The Talented Mr. Ripley"	"0134119"	81292135	40000000	2.032303375	"1999-12-25"
21	"0478087"	81159365	35000000	2.318839	"2008-03-28"
"While You Were Sleeping"	"0114924"	81057016	17000000	4.768059764705883	"1995-04-21"
"Another 48 Hrs."	"0099044"	80820000	38000000	2.126842105263158	"1990-06-08"
"Moonstruck"	"0093565"	80640528	15000000	5.3760352	"1988-01-15"
"Eat Pray Love"	"0879870"	80574010	60000000	1.3429001666666667	"2010-08-13"
"Fried Green Tomatoes"	"0101921"	80100000	11000000	7.281818181818182	"1992-01-24"
"Disturbia"	"0486822"	80050171	20000000	4.00250855	"2007-04-13"
"Dear John"	"0989757"	80014842	25000000	3.20059368	"2010-02-05"
"Footloose"	"0087277"	80000000	8200000	9.75609756097561	"1984-02-17"
"The Ten Commandments"	"0049833"	80000000	13282712	6.0228664146297834	"1956-10-05"
"Knowing"	"0448011"	79948113	50000000	1.59896226	"2009-03-20"
"Coal Miner's Daughter"	"0080549"	79900000	15000000	5.32666666667	"1980-03-07"
"War Horse"	1568911	79883359	66000000	1.2103539242424242	"2011-12-25"
"Earthquake"	"0071455"	79700000	7000000	11.385714285714286	"1974-11-15"
"Hannah Montana: The Movie"	1114677	79566871	30000000	2.652229033333333	"2009-04-10"
"The Day the Earth Stood Still"	"0970416"	79363785	80000000	0.9920473125	"2008-12-12"
"Apocalypse Now"	"0078788"	78800000	31500000	2.5015873015873016	"1979-08-15"
"City of Angels"	"0120632"	78745923	55000000	1.4317440545454545	"1998-04-10"
"The English Patient"	"0116209"	78651430	27000000	2.913015925925926	"1996-12-06"
"A.I. Artificial Intelligence"	"0212720"	78616689	100000000	0.78616689	"2001-06-29"
"Cocktail"	"0094889"	78222753	20000000	3.91113765	"1988-07-29"
"We Were Soldiers"	"0277434"	78120196	75000000	1.0416026133333334	"2002-03-01"
"The Monuments Men"	2177771	78031620	70000000	1.1147374285714287	"2014-02-07"
"Backdraft"	"0101393"	77868585	75000000	1.0382478	"1991-05-24"
"Man on Fire"	"0328107"	77862546	70000000	1.1123220857142857	"2004-04-23"
"Free Willy"	"0106965"	77698625	20000000	3.88493125	"1993-07-16"
"Gangs of New York"	"0217505"	77679638	100000000	0.77679638	"2002-12-20"
"Philadelphia"	"0107818"	77324422	26000000	2.9740162307692306	"1994-01-14"
"Where the Wild Things Are"	"0386117"	77222184	100000000	0.77222184	"2009-10-16"
"The Terminal"	"0362227"	77032279	60000000	1.2838713166666667	"2004-06-18"
"The Untouchables"	"0094226"	76270454	25000000	3.05081816	"1987-06-03"
"Training Day"	"0139654"	76261036	45000000	1.694689688888889	"2001-10-05"
"White Men Can't Jump"	"0105812"	76253806	0	0	"1992-03-27"
"48 Hrs."	"0083511"	75900000	12000000	6.325	"1982-12-08"
"The Family Man"	"0218967"	75764085	60000000	1.26273475	"2000-12-22"
"Contagion"	1598778	75638743	60000000	1.2606457166666667	"2011-09-09"
"We Bought a Zoo"	1389137	75621915	50000000	1.5124383	"2011-12-23"
"Moneyball"	1210166	75605492	50000000	1.51210984	"2011-09-23"
"Braveheart"	"0112573"	75600000	72000000	1.05	"1995-05-24"
"The Rookie"	"0265662"	75597042	20000000	3.7798521	"2002-03-29"
"Any Given Sunday"	"0146838"	75530832	55000000	1.3732878545454545	"1999-12-22"
"Constantine"	"0360486"	75500759	100000000	0.75500759	"2005-02-18"
"The Horse Whisperer"	"0119314"	75370763	60000000	1.2561793833333332	"1998-05-15"
"The Girl on the Train"	3631112	75311445	45000000	1.6735876666666667	"2016-10-07"
"Ray"	"0350258"	75305995	40000000	1.882649875	"2004-10-29"
"The Intern"	2361509	75274748	35000000	2.1507070857142856	"2015-09-25"
"Barbershop"	"0303714"	75074950	12000000	6.256245833333334	"2002-09-13"
"The Exorcism of Emily Rose"	"0404032"	75072454	20000000	3.7536227	"2005-09-09"
"The Prince of Tides"	"0102713"	74787599	30000000	2.492919966666667	"1991-12-25"
"Ladder 49"	"0349710"	74540762	55000000	1.3552865818181818	"2004-10-01"
"Four Brothers"	"0430105"	74484168	45000000	1.6552037333333334	"2005-08-12"
"No Country for Old Men"	"0477348"	74273505	25000000	2.9709402	"2007-11-21"
"Along Came a Spider"	"0164334"	74058698	60000000	1.2343116333333333	"2001-04-06"
"Hugo"	"0970179"	73820094	150000000	0.49213396	"2011-11-23"
"Law Abiding Citizen"	1197624	73343413	50000000	1.46686826	"2009-10-16"
"White House Down"	2334879	73103784	150000000	0.48735856	"2013-06-28"
"The Last of the Mohicans"	"0104691"	72455275	40000000	1.811381875	"1992-09-25"
"Bridge of Spies"	3682448	72306065	40000000	1.807651625	"2015-10-16"
"Dolphin Tale"	1564349	72279690	37000000	1.9535051351351351	"2011-09-23"
"Vantage Point"	"0443274"	72266306	40000000	1.80665765	"2008-02-22"
"My Fair Lady"	"0058385"	72000000	17000000	4.235294117647059	"1964-12-25"
"10 Cloverfield Lane"	1179933	71897215	15000000	4.793147666666667	"2016-03-11"
"Sideways"	"0375063"	71502303	12000000	5.95852525	"2005-01-21"
"Bridget Jones's Diary"	"0243155"	71500556	25000000	2.86002224	"2001-04-13"
"Safe Haven"	1702439	71346930	28000000	2.548104642857143	"2013-02-14"
"Chocolat"	"0241303"	71309760	25000000	2.8523904	"2001-01-19"
"Turner & Hooch"	"0098536"	71079915	21000000	3.38475785714	"1989-07-28"
"The Score"	"0227445"	71069884	68000000	1.0451453529411765	"2001-07-13"
"John Q"	"0251160"	71026631	36000000	1.9729619722222222	"2002-02-15"
"The Bridges of Madison County"	"0112579"	70960517	24000000	2.9566882083333335	"1995-06-02"
"Shallow Hal"	"0256380"	70836296	40000000	1.7709074	"2001-11-09"
"V for Vendetta"	"0434409"	70496802	54000000	1.3054963333333334	"2006-03-17"
"The Best Man Holiday"	2083355	70492685	17000000	4.146628529411765	"2013-11-15"
"JFK"	"0102138"	70405498	40000000	1.76013745	"1991-12-20"
"Rocky Balboa"	"0479143"	70269171	24000000	2.927882125	"2006-12-20"
"World Trade Center"	"0469641"	70236496	63000000	1.1148650158730158	"2006-08-09"
"The Big Short"	1596363	70235322	28000000	2.508404357142857	"2015-12-23"
"Grumpy Old Men"	"0107050"	70172621	35100000	1.99921997151	"1993-12-25"
"Boomerang"	"0103859"	70100000	40000000	1.7525	"1992-07-01"
"Act of Valor"	1591479	70011073	12000000	5.834256083333333	"2012-02-24"
"Born on the Fourth of July"	"0096969"	70001698	14000000	5.000121285714286	"1990-01-05"
"Ben-Hur"	"0052618"	70000000	15900000	4.40251572327044	"1960-01-29"
"Seven Pounds"	"0814314"	69951824	55000000	1.2718513454545455	"2008-12-19"
"Divine Secrets of the Ya-Ya Sisterhood"	"0279778"	69586544	27000000	2.5772794074074072	"2002-06-07"
"Vertical Limit"	"0190865"	68473360	75000000	0.9129781333333333	"2000-12-08"
"Obsessed"	1198138	68261644	20000000	3.4130822	"2009-04-24"
"Outbreak"	"0114069"	67823573	50000000	1.35647146	"1995-03-10"
"War Room"	3832914	67790117	3000000	22.596705666666665	"2015-08-28"
"Dial M for Murder"	"0046912"	67629105	1400000	48.30650357142857	"1954-05-29"
"Heat"	"0113277"	67436000	60000000	1.1239333333333332	"1995-12-15"
"Holes"	"0311289"	67325559	20000000	3.36627795	"2003-04-18"
"Insomnia"	"0278504"	67263182	46000000	1.4622430869565217	"2002-05-24"
"Coach Carter"	"0393162"	67253092	30000000	2.2417697333333333	"2005-01-14"
"Hacksaw Ridge"	2119532	67115062	40000000	1.67787655	"2016-11-04"
"Changing Lanes"	"0264472"	66790248	45000000	1.4842277333333334	"2002-04-12"
"The Godfather: Part III"	"0099674"	66676062	54000000	1.2347418888888888	"1990-12-25"
"The Forgotten"	"0356618"	66641205	42000000	1.586695357142857	"2004-09-24"
"Charlie Wilson's War"	"0472062"	66636385	75000000	0.8884851333333333	"2007-12-21"
"Babe"	"0112431"	66600000	30000000	2.22	"1995-08-04"
"Legends of the Fall"	"0110322"	66528842	30000000	2.217628066666667	"1995-01-13"
"Contraband"	1524137	66489425	25000000	2.659577	"2012-01-13"
"The Bone Collector"	"0145681"	66488090	73000000	0.9107957534246576	"1999-11-05"
"Looper"	1276104	66468315	30000000	2.2156105	"2012-09-28"
"The Parent Trap"	"0120783"	66304095	15000000	4.420273	"1998-07-29"
"Big Fish"	"0319061"	66257002	70000000	0.9465286	"2004-01-09"
"Waiting to Exhale"	"0114885"	66217473	16000000	4.1385920625	"1995-12-22"
"Kill Bill: Vol. 2"	"0378194"	66207920	30000000	2.2069306666666666	"2004-04-16"
"Magic Mike XXL"	2268016	66009973	14800000	4.460133310810811	"2015-07-01"
"The Manchurian Candidate"	"0368008"	65948711	80000000	0.8243588875	"2004-07-30"
"Bad Boys"	"0112442"	65807024	19000000	3.4635275789473683	"1995-04-07"
"Ever After: A Cinderella Story"	"0120631"	65703412	26000000	2.5270543076923078	"1998-07-31"
"Madea's Witness Protection"	2215285	65623128	20000000	3.2811564	"2012-06-29"
"Witness"	"0090329"	65500000	12000000	5.458333333333333	"1985-02-08"
"Step Up"	"0462590"	65269010	12000000	5.4390841666666665	"2006-08-11"
"Wolf"	"0111742"	65012000	70000000	0.9287428571428571	"1994-06-17"
"About Schmidt"	"0257360"	65010106	30000000	2.1670035333333333	"2003-01-03"
"Exodus: Gods and Kings"	1528100	65007045	140000000	0.4643360357142857	"2014-12-12"
"The American President"	"0112346"	65000000	62000000	1.0483870967741935	"1995-11-17"
"Barbershop 2: Back in Business"	"0337579"	64955956	18000000	3.608664222222222	"2004-02-06"
"Mirror Mirror"	1667353	64933670	85000000	0.7639255294117647	"2012-03-30"
"Mr. Mom"	"0085970"	64800000	0	0	"1983-08-19"
"L.A. Confidential"	"0119488"	64604977	35000000	1.8458564857142856	"1997-09-19"
"Field of Dreams"	"0097351"	64431625	15000000	4.29544166667	"1989-05-05"
"Miracle"	"0349825"	64371181	28000000	2.29897075	"2004-02-06"
"A Dog's Purpose"	1753383	64304940	22000000	2.922951818181818	"2017-01-27"
"The Amityville Horror"	"0384806"	64255243	19000000	3.381854894736842	"2005-04-15"
"17 Again"	"0974661"	64149837	20000000	3.20749185	"2009-04-17"
"Working Girl"	"0096463"	64000000	28000000	2.2857142857142856	"1988-12-21"
"Scent of a Woman"	"0105323"	63895607	31000000	2.0611486129032257	"1993-01-08"
"Dirty Dancing"	"0092890"	63892689	6000000	10.6487815	"1987-08-21"
"Life"	"0123964"	63844974	80000000	0.798062175	"1999-04-16"
"Staying Alive"	"0086361"	63800000	22000000	2.9	"1983-07-15"
"Mona Lisa Smile"	"0304415"	63695760	65000000	0.9799347692307693	"2003-12-19"
"Unknown"	"0450340"	63677735	3700000	17.21019864864865	"2006-11-03"
"Hope Springs"	1535438	63536011	30000000	2.1178670333333334	"2012-08-08"
"Risky Business"	"0086200"	63500000	6200000	10.241935483870968	"1983-08-05"
"The Time Traveler's Wife"	"0452694"	63411478	39000000	1.6259353333333333	"2009-08-14"
"Madea's Family Reunion"	"0455612"	63231524	6000000	10.538587333333334	"2006-02-24"
"Rising Sun"	"0107969"	63095271	35000000	1.8027220285714285	"1993-07-30"
"The Last Song"	1294226	62933793	20000000	3.14668965	"2010-03-31"
"Forgetting Sarah Marshall"	"0800039"	62877175	30000000	2.095905833333333	"2008-04-18"
"Jarhead"	"0418763"	62647540	72000000	0.8701047222222222	"2005-11-04"
"Black Mass"	1355683	62563543	53000000	1.1804442075471697	"2015-09-18"
"The Crying Game"	"0104036"	62549000	0	0	"1993-02-19"
"London Has Fallen"	3300542	62401264	60000000	1.0400210666666667	"2016-03-04"
"The Wolfman"	"0780653"	61937495	150000000	0.41291663333333334	"2010-02-12"
"Miracles from Heaven"	4257926	61693523	13000000	4.7456556153846154	"2016-03-16"
"Cinderella Man"	"0352248"	61644321	88000000	0.7005036477272727	"2005-06-03"
"Flatliners"	"0099582"	61490000	26000000	2.365	"1990-08-10"
"Rules of Engagement"	"0160797"	61322858	60000000	1.0220476333333333	"2000-04-07"
"Deepwater Horizon"	1860357	61284947	110000000	0.5571358818181819	"2016-09-30"
"Misery"	"0100157"	61276872	20000000	3.0638436	"1990-11-30"
"Friday Night Lights"	"0390022"	61188085	30000000	2.0396028333333334	"2004-10-08"
"The Devil's Advocate"	"0118971"	60984028	57000000	1.0698952280701755	"1997-10-17"
"Prisoners"	1392214	60962878	46000000	1.325279956521739	"2013-09-20"
"Harlem Nights"	"0097481"	60864870	30000000	2.028829	"1989-11-17"
"Coyote Ugly"	"0200550"	60786269	45000000	1.3508059777777779	"2000-08-04"
"God's Not Dead"	2528814	60753735	2000000	30.3768675	"2014-03-21"
"Poseidon"	"0409182"	60655503	160000000	0.37909689375	"2006-05-12"
"Three Kings"	"0120188"	60652036	75000000	0.8086938133333333	"1999-10-01"
"Kiss the Girls"	"0119468"	60491560	27000000	2.240428148148148	"1997-10-03"
"The Lucky One"	1327194	60443237	25000000	2.41772948	"2012-04-20"
"Burn After Reading"	"0887883"	60338891	37000000	1.630780837837838	"2008-09-12"
"Scrooged"	"0096061"	60328558	32000000	1.8852674375	"1988-11-23"
"The Cable Guy"	"0115798"	60154431	47000000	1.279881510638298	"1996-06-14"
"Why Did I Get Married Too?"	1391137	60072596	20000000	3.0036298	"2010-04-02"
"Bad Santa"	"0307987"	60057639	23000000	2.611201695652174	"2003-11-26"
"Hope Floats"	"0119313"	60033780	30000000	2.001126	"1998-05-29"
"The Good Shepherd"	"0343737"	59901040	90000000	0.6655671111111111	"2006-12-22"
"Little Miss Sunshine"	"0449059"	59889948	8000000	7.4862435	"2006-08-18"
"My Girl"	"0102492"	59847242	17000000	3.520426	"1991-11-27"
"Secretariat"	1028576	59699513	35000000	1.7057003714285714	"2010-10-08"
"Son of God"	3210686	59696176	22000000	2.7134625454545453	"2014-02-28"
"Love Actually"	"0314331"	59365105	40000000	1.484127625	"2003-11-14"
"The Grand Budapest Hotel"	2278388	59073773	25000000	2.36295092	"2014-03-28"
"Behind Enemy Lines"	"0159273"	59068786	40000000	1.47671965	"2001-11-30"
"Courage Under Fire"	"0115956"	58918501	46000000	1.2808369782608695	"1996-07-12"
"Chariots of Fire"	"0082158"	58800000	5500000	10.690909090909091	"1982-04-09"
"Water for Elephants"	1067583	58700247	38000000	1.5447433421052632	"2011-04-22"
"Jack"	"0116669"	58586889	45000000	1.3019308666666667	"1996-08-09"
"Sea of Love"	"0098273"	58571513	19000000	3.0827112105263157	"1989-09-15"
"Easy A"	1282140	58401464	8000000	7.300183	"2010-09-17"
"Open Range"	"0316356"	58328680	22000000	2.6513036363636364	"2003-08-15"
"Anastasia"	"0118617"	58297830	50000000	1.1659566	"1997-11-21"
"The Secret Life of Walter Mitty"	"0359950"	58229120	90000000	0.6469902222222222	"2013-12-25"
"Bicentennial Man"	"0182789"	58220776	100000000	0.58220776	"1999-12-17"
"Ali"	"0248667"	58183966	107000000	0.5437753831775701	"2001-12-25"
"Step Up 2: The Streets"	1023481	58006147	17500000	3.3146369714285715	"2008-02-14"
"Shall We Dance"	"0358135"	57887882	50000000	1.15775764	"2004-10-15"
"Invincible"	"0445990"	57789574	40000000	1.44473935	"2006-08-25"
"Cleopatra"	"0056937"	57750000	31115000	1.8560179977502813	"1963-07-31"
"Fences"	2671706	57642961	24000000	2.4017900416666667	"2016-12-25"
"Life Is Beautiful"	"0118799"	57598247	20000000	2.87991235	"1999-02-12"
"The Cider House Rules"	"0124315"	57536361	24000000	2.397348375	"2000-01-07"
"Boyz n the Hood"	"0101507"	57504069	6500000	8.846779846153845	"1991-07-12"
"Moulin Rouge!"	"0203009"	57386369	50000000	1.14772738	"2001-06-01"
"Blood Diamond"	"0450259"	57366262	100000000	0.57366262	"2006-12-08"
"The Specialist"	"0111255"	57362581	45000000	1.2747240222222223	"1994-10-07"
"The Shack"	2872518	57330873	20000000	2.86654365	"2017-03-03"
"The Godfather: Part II"	"0071562"	57300000	13000000	4.407692307692308	"1974-12-20"
"Willow"	"0096446"	57269863	35000000	1.6362818	"1988-05-20"
"Beethoven"	"0103786"	57114049	18000000	3.17300272222	"1992-04-03"
"Annie"	"0083564"	57100000	50000000	1.142	"1982-06-18"
"Beaches"	"0094715"	57041866	20000000	2.8520933	"1989-01-13"
"The Perfect Guy"	3862750	57017904	12000000	4.751492	"2015-09-11"
"Memoirs of a Geisha"	"0397535"	57010853	85000000	0.6707159176470588	"2005-12-23"
"A Civil Action"	"0120633"	56702901	75000000	0.75603868	"1999-01-08"
"Guess Who's Coming to Dinner"	"0061735"	56700000	4000000	14.175	"1967-12-12"
"12 Years a Slave"	2024544	56667870	20000000	2.8333935	"2013-11-08"
"Tombstone"	"0108358"	56505065	25000000	2.2602026	"1993-12-25"
"Joy"	2446980	56443482	60000000	0.9407247	"2015-12-25"
"The Queen"	"0436697"	56437947	15000000	3.7625298	"2006-11-17"
"The Big Chill"	"0085244"	56400000	0	0	"1983-09-30"
"Drumline"	"0303933"	56398162	20000000	2.8199081	"2002-12-13"
"Edward Scissorhands"	"0099487"	56362352	20000000	2.8181176	"1990-12-14"
"Me Before You"	2674426	56228651	20000000	2.81143255	"2016-06-03"
